picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 115200
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 115200
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

274570,800.00,881.24,-102.7
274580,800.00,895.79,-104.8
274590,800.00,907.44,-108.5
274600,800.00,914.75,-106.0
274610,800.00,913.40,-87.9
274620,800.00,903.92,-64.3
274630,800.00,887.34,-37.1
274640,800.00,865.27,-8.6
274650,800.00,838.41,22.4
274660,800.00,809.33,50.1
274670,800.00,780.07,73.9
274680,800.00,752.45,92.8
274690,800.00,730.36,99.6
274700,800.00,712.09,106.8
274710,800.00,697.87,110.3
274720,800.00,686.70,113.4
274730,800.00,682.16,104.1
274740,800.00,687.13,81.4
274750,800.00,700.30,54.7
274760,800.00,720.84,23.7
274770,800.00,745.27,-3.5
274780,800.00,771.82,-28.9
274790,800.00,801.05,-57.6
274800,800.00,829.24,-78.2
274810,800.00,854.19,-91.8
274820,800.00,874.16,-98.0
274830,800.00,890.52,-104.1
274840,800.00,903.62,-108.3
274850,800.00,913.50,-110.0
274860,800.00,915.60,-96.4
274870,800.00,909.08,-74.3
274880,800.00,894.66,-47.2
274890,800.00,873.93,-18.1
274900,800.00,847.74,13.6
274910,800.00,818.59,42.8
274920,800.00,788.48,68.9
274930,800.00,759.58,89.6
274940,800.00,735.06,100.6
274950,800.00,715.45,106.7
274960,800.00,699.76,111.7
274970,800.00,687.21,115.7
274980,800.00,681.37,107.3
274990,800.00,685.09,85.5
275000,800.00,697.28,59.1
275010,800.00,716.02,31.2
275020,800.00,740.22,1.0
275030,800.00,767.77,-27.6
275040,800.00,796.82,-53.8
275050,800.00,825.65,-76.6
275060,800.00,851.72,-92.0
275070,800.00,872.58,-98.5
275080,800.00,889.26,-103.7
275090,800.00,902.61,-107.9
275100,800.00,912.89,-110.3
275110,800.00,915.71,-97.9
275120,800.00,909.77,-75.9
275130,800.00,895.81,-49.0
275140,800.00,875.85,-21.2
275150,800.00,850.68,9.2
275160,800.00,822.35,38.2
275170,800.00,792.88,64.0
275180,800.00,764.10,85.8
275190,800.00,739.48,97.3
275200,800.00,719.38,104.5
275210,800.00,703.31,109.6
275220,800.00,690.05,114.8
275230,800.00,681.84,111.6
275240,800.00,683.47,90.9
275250,800.00,693.38,66.7
275260,800.00,711.10,37.1
275270,800.00,734.48,7.3
275280,800.00,761.38,-21.2
275290,800.00,790.11,-47.8
275300,800.00,819.29,-72.1
275310,800.00,845.63,-87.6
275320,800.00,867.70,-96.9
275330,800.00,884.96,-101.3
275340,800.00,899.17,-106.8
275350,800.00,910.14,-109.4
275360,800.00,915.91,-103.9
275370,800.00,912.33,-82.6
275380,800.00,900.26,-56.2
275390,800.00,882.01,-29.5
275400,800.00,858.21,0.5
275410,800.00,830.77,29.7
275420,800.00,801.21,57.5
275430,800.00,771.77,80.9
275440,800.00,745.22,96.5
275450,800.00,722.97,105.9
275460,800.00,706.18,108.7
275470,800.00,693.14,111.9
275480,800.00,684.71,109.7
275490,800.00,684.77,93.0
275500,800.00,693.42,69.1
275510,800.00,709.73,41.0
275520,800.00,731.99,11.5
275530,800.00,757.79,-16.2
275540,800.00,786.43,-44.7
275550,800.00,815.55,-69.0
275560,800.00,841.84,-84.5
275570,800.00,864.07,-94.3
275580,800.00,882.06,-100.4
275590,800.00,896.44,-105.0
275600,800.00,907.76,-108.2
275610,800.00,914.40,-104.4
275620,800.00,911.52,-83.4
275630,800.00,899.62,-56.0
275640,800.00,882.29,-31.5
275650,800.00,859.44,-2.3
275660,800.00,832.35,27.7
275670,800.00,803.48,54.4
275680,800.00,774.98,76.5
275690,800.00,748.79,93.0
275700,800.00,727.43,100.6
275710,800.00,710.74,104.8
275720,800.00,697.39,109.0
275730,800.00,688.12,108.6
275740,800.00,686.09,96.0
275750,800.00,692.67,73.8
275760,800.00,707.54,45.6
275770,800.00,728.23,17.5
275780,800.00,753.39,-11.4
275790,800.00,781.31,-39.2
275800,800.00,810.05,-63.9
275810,800.00,836.44,-80.4
275820,800.00,859.75,-93.0
275830,800.00,878.40,-98.8
275840,800.00,893.32,-103.5
275850,800.00,905.26,-107.4
275860,800.00,913.00,-105.5
275870,800.00,912.00,-87.5
275880,800.00,903.40,-65.6
275890,800.00,887.72,-39.1
275900,800.00,866.58,-11.5
275910,800.00,839.86,20.9
275920,800.00,811.29,47.5
275930,800.00,783.03,69.5
275940,800.00,756.23,88.2
275950,800.00,733.78,97.6
275960,800.00,715.22,104.8
275970,800.00,700.98,107.9
275980,800.00,689.58,111.6
275990,800.00,685.27,101.1
276000,800.00,689.61,80.6
276010,800.00,701.69,55.7
276020,800.00,720.55,27.3
276030,800.00,744.04,-0.6
276040,800.00,770.43,-27.5
276050,800.00,798.35,-52.9
276060,800.00,826.08,-74.7
276070,800.00,850.26,-87.1
276080,800.00,870.01,-94.2
276090,800.00,885.81,-99.2
276100,800.00,898.45,-103.2
276110,800.00,908.16,-105.4
276120,800.00,911.33,-95.1
276130,800.00,905.86,-73.7
276140,800.00,892.69,-48.0
276150,800.00,873.55,-21.0
276160,800.00,849.44,8.1
276170,800.00,822.75,34.6
276180,800.00,794.60,60.0
276190,800.00,766.88,81.4
276200,800.00,742.91,93.3
276210,800.00,723.12,100.9
276220,800.00,709.10,100.8
276230,800.00,696.68,107.8
276240,800.00,690.14,101.6
276250,800.00,691.91,83.8
276260,800.00,700.73,62.9
276270,800.00,717.39,34.1
276280,800.00,738.91,7.3
276290,800.00,764.33,-20.7
276300,800.00,791.06,-44.7
276310,800.00,818.65,-68.5
276320,800.00,843.32,-82.6
276330,800.00,863.46,-89.8
276340,800.00,879.96,-95.9
276350,800.00,892.77,-99.0
276360,800.00,903.02,-102.3
276370,800.00,908.81,-98.3
276380,800.00,906.25,-79.8
276390,800.00,895.40,-54.8
276400,800.00,879.12,-31.1
276410,800.00,857.70,-3.8
276420,800.00,831.96,25.3
276430,800.00,803.97,52.2
276440,800.00,776.37,73.5
276450,800.00,751.30,88.7
276460,800.00,730.84,96.0
276470,800.00,714.07,102.2
276480,800.00,701.06,105.4
276490,800.00,691.65,106.0
276500,800.00,689.72,92.8
276510,800.00,696.17,71.2
276520,800.00,710.34,44.6
276530,800.00,730.87,15.6
276540,800.00,755.50,-12.1
276550,800.00,782.40,-38.2
276560,800.00,809.92,-61.4
276570,800.00,835.73,-78.8
276580,800.00,857.39,-87.9
276590,800.00,875.11,-94.4
276600,800.00,889.49,-99.5
276610,800.00,901.39,-104.3
276620,800.00,907.91,-99.0
276630,800.00,907.73,-85.7
276640,800.00,899.38,-63.0
276650,800.00,884.11,-37.1
276660,800.00,864.09,-11.8
276670,800.00,838.87,18.7
276680,800.00,810.49,47.7
276690,800.00,784.00,65.2
276700,800.00,757.40,86.8
276710,800.00,735.72,94.4
276720,800.00,719.37,97.0
276730,800.00,705.30,104.0
276740,800.00,693.64,108.8
276750,800.00,690.11,95.6
276760,800.00,694.89,75.4
276770,800.00,707.31,50.4
276780,800.00,726.45,21.9
276790,800.00,749.76,-5.0
276800,800.00,775.61,-30.7
276810,800.00,802.89,-55.4
276820,800.00,829.51,-75.4
276830,800.00,852.01,-85.3
276840,800.00,870.41,-92.0
276850,800.00,885.12,-96.6
276860,800.00,896.90,-100.4
276870,800.00,906.32,-103.5
276880,800.00,909.06,-92.6
276890,800.00,903.84,-72.8
276900,800.00,889.68,-43.8
276910,800.00,870.54,-18.7
276920,800.00,847.43,7.6
276930,800.00,821.15,34.9
276940,800.00,793.92,58.6
276950,800.00,766.93,79.8
276960,800.00,743.75,90.9
276970,800.00,724.80,97.8
276980,800.00,709.64,102.6
276990,800.00,697.51,106.4
277000,800.00,690.21,102.9
277010,800.00,691.57,84.8
277020,800.00,700.85,61.7
277030,800.00,717.08,35.1
277040,800.00,737.67,10.1
277050,800.00,761.53,-15.5
277060,800.00,787.43,-40.2
277070,800.00,814.34,-63.9
277080,800.00,837.87,-76.0
277090,800.00,858.70,-87.4
277100,800.00,875.36,-92.6
277110,800.00,889.09,-97.9
277120,800.00,899.67,-100.4
277130,800.00,905.74,-96.4
277140,800.00,903.59,-78.6
277150,800.00,894.27,-57.0
277160,800.00,879.02,-33.1
277170,800.00,859.01,-7.8
277180,800.00,834.01,22.2
277190,800.00,807.21,47.2
277200,800.00,780.97,67.1
277210,800.00,755.97,84.7
277220,800.00,735.58,92.0
277230,800.00,719.26,97.1
277240,800.00,706.21,101.2
277250,800.00,695.77,104.6
277260,800.00,692.61,92.8
277270,800.00,697.89,72.0
277280,800.00,710.71,46.9
277290,800.00,729.77,19.3
277300,800.00,753.22,-8.1
277310,800.00,778.77,-32.7
277320,800.00,805.62,-56.8
277330,800.00,831.69,-76.2
277340,800.00,853.76,-85.9
277350,800.00,871.80,-92.5
277360,800.00,886.24,-97.0
277370,800.00,897.80,-100.8
277380,800.00,906.64,-102.7
277390,800.00,907.91,-88.8
277400,800.00,901.13,-67.5
277410,800.00,887.50,-43.2
277420,800.00,868.40,-17.1
277430,800.00,844.32,12.0
277440,800.00,817.26,39.6
277450,800.00,789.41,63.5
277460,800.00,763.12,81.4
277470,800.00,740.70,91.8
277480,800.00,722.36,98.5
277490,800.00,708.09,102.0
277500,800.00,698.07,101.8
277510,800.00,691.66,100.0
277520,800.00,693.32,82.7
277530,800.00,702.46,60.7
277540,800.00,719.17,32.4
277550,800.00,740.93,5.0
277560,800.00,765.95,-21.4
277570,800.00,792.76,-46.4
277580,800.00,820.01,-69.1
277590,800.00,844.41,-83.1
277600,800.00,863.92,-89.1
277610,800.00,880.34,-96.2
277620,800.00,893.07,-99.2
277630,800.00,902.86,-101.4
277640,800.00,908.29,-97.3
277650,800.00,904.63,-76.5
277660,800.00,893.10,-51.8
277670,800.00,876.08,-27.4
277680,800.00,853.47,1.8
277690,800.00,827.97,27.9
277700,800.00,799.98,55.3
277710,800.00,773.18,74.4
277720,800.00,749.15,88.2
277730,800.00,729.52,95.3
277740,800.00,713.81,100.2
277750,800.00,700.85,105.3
277760,800.00,692.48,103.1
277770,800.00,691.58,89.2
277780,800.00,698.87,67.2
277790,800.00,713.09,42.2
277800,800.00,733.28,14.3
277810,800.00,757.42,-12.9
277820,800.00,783.94,-38.8
277830,800.00,811.55,-63.1
277840,800.00,836.44,-77.6
277850,800.00,857.95,-88.2
277860,800.00,874.76,-92.5
277870,800.00,888.61,-97.8
277880,800.00,899.29,-100.3
277890,800.00,906.63,-99.8
277900,800.00,905.30,-81.6
277910,800.00,896.44,-59.7
277920,800.00,881.35,-35.4
277930,800.00,860.08,-6.2
277940,800.00,834.67,22.4
277950,800.00,807.13,48.6
277960,800.00,779.91,69.8
277970,800.00,755.13,84.9
277980,800.00,733.90,94.9
277990,800.00,716.92,100.2
278000,800.00,703.34,104.5
278010,800.00,692.47,108.1
